Datetime;Object;Value
2022-10-25 00:00:00;50889;-2457,452
2022-10-26 00:00:00;50889;723,677
2022-10-27 00:00:00;50889;8,185
2022-10-28 00:00:00;50889;-445,53
2022-10-29 00:00:00;50889;-632,402
2022-10-30 00:00:00;50889;196,892
2022-10-31 00:00:00;50889;478,534
2022-11-01 00:00:00;50889;-4179,688
2022-11-02 00:00:00;50889;-2074,297
2022-11-03 00:00:00;50889;-1048,612
2022-11-04 00:00:00;50889;-1041,711
2022-11-05 00:00:00;50889;-497,779
2022-11-06 00:00:00;50889;-836,258
2022-11-07 00:00:00;50889;-501,56
2022-11-08 00:00:00;50889;569,565
2022-11-09 00:00:00;50889;-1329,284
2022-11-10 00:00:00;50889;679,459
2022-11-11 00:00:00;50889;-370,557
2022-11-12 00:00:00;50889;-675,124
2022-11-13 00:00:00;50889;-788,353
2022-11-14 00:00:00;50889;1888,76
2022-11-15 00:00:00;50889;-712,691
2022-11-16 00:00:00;50889;-2534,414
2022-11-17 00:00:00;50889;2276,396
2022-11-18 00:00:00;50889;-1827,054
2022-11-19 00:00:00;50889;-3484,594
2022-11-20 00:00:00;50889;-508,535
2022-11-21 00:00:00;50889;-668,021
2022-11-22 00:00:00;50889;-1360,037
2022-11-23 00:00:00;50889;862,999
2022-11-24 00:00:00;50889;730,92
2022-11-25 00:00:00;50889;-1063,62
2022-11-26 00:00:00;50889;-1836,563
2022-11-27 00:00:00;50889;-747,219
2022-11-28 00:00:00;50889;-468,175
2022-11-29 00:00:00;50889;4121,125
2022-11-30 00:00:00;50889;2655,712
2022-12-01 00:00:00;50889;1886,846
2022-12-02 00:00:00;50889;909,485
2022-12-03 00:00:00;50889;-120,227
2022-12-04 00:00:00;50889;-134,389
2022-12-05 00:00:00;50889;1332,433
2022-12-06 00:00:00;50889;-1918,3
2022-12-07 00:00:00;50889;104,942
2022-12-08 00:00:00;50889;872,64
2022-12-09 00:00:00;50889;504,027
2022-12-10 00:00:00;50889;858,252
2022-12-11 00:00:00;50889;-1207,494
2022-12-12 00:00:00;50889;-208,406
2022-12-13 00:00:00;50889;-515,194
2022-12-14 00:00:00;50889;2052,166
2022-12-15 00:00:00;50889;6189,029
2022-12-16 00:00:00;50889;1618,583
2022-12-17 00:00:00;50889;-562,158
2022-12-18 00:00:00;50889;-199,43
2022-12-19 00:00:00;50889;-477,996
2022-12-20 00:00:00;50889;-695,455
2022-12-21 00:00:00;50889;449,345
2022-12-22 00:00:00;50889;515,542
2022-12-23 00:00:00;50889;-1309,918
2022-12-24 00:00:00;50889;-646,99
2022-12-25 00:00:00;50889;-1260,872
2022-12-26 00:00:00;50889;-322,008
2022-12-27 00:00:00;50889;-664,766
2022-12-28 00:00:00;50889;-1015,954
2022-12-29 00:00:00;50889;-366,34
2022-12-30 00:00:00;50889;-934,769
2022-12-31 00:00:00;50889;-710,809
2023-01-01 00:00:00;50889;-1131,142
2023-01-02 00:00:00;50889;-1000,779
2023-01-03 00:00:00;50889;-473,922
2023-01-04 00:00:00;50889;2,817
2023-01-05 00:00:00;50889;-1425,99
2023-01-06 00:00:00;50889;-707,82
2023-01-07 00:00:00;50889;1122,243
2023-01-08 00:00:00;50889;1114,664
2023-01-09 00:00:00;50889;2055,552
2023-01-10 00:00:00;50889;1506,332
2023-01-11 00:00:00;50889;-1183,45
2023-01-12 00:00:00;50889;-740,631
2023-01-13 00:00:00;50889;2941,302
2023-01-14 00:00:00;50889;-505,025
2023-01-15 00:00:00;50889;-833,488
2023-01-16 00:00:00;50889;-3467,849
2023-01-17 00:00:00;50889;2473,202
2023-01-18 00:00:00;50889;5199,716
2023-01-19 00:00:00;50889;3880,406
2023-01-20 00:00:00;50889;4329,036
2023-01-21 00:00:00;50889;2816,603
2023-01-22 00:00:00;50889;3988,321
2023-01-23 00:00:00;50889;1766,182
2023-01-24 00:00:00;50889;1124,012
2023-01-25 00:00:00;50889;2790,089
2023-01-26 00:00:00;50889;4367,865
2023-01-27 00:00:00;50889;955,819
2023-01-28 00:00:00;50889;1088,761
2023-01-29 00:00:00;50889;2059,805
2023-01-30 00:00:00;50889;1197,789
2023-01-31 00:00:00;50889;-689,145
2023-02-01 00:00:00;50889;1945,149
2023-02-02 00:00:00;50889;1169,722
2023-02-03 00:00:00;50889;1367,392
2023-02-04 00:00:00;50889;1643,524
2023-02-05 00:00:00;50889;1395,113
2023-02-06 00:00:00;50889;984,656
2023-02-07 00:00:00;50889;1886,344
2023-02-08 00:00:00;50889;2774,815
2023-02-09 00:00:00;50889;1619,576
2023-02-10 00:00:00;50889;1330,061
2023-02-11 00:00:00;50889;3175,984
2023-02-12 00:00:00;50889;1836,669
2023-02-13 00:00:00;50889;1531,874
2023-02-14 00:00:00;50889;1674,948
2023-02-15 00:00:00;50889;521,599
2023-02-16 00:00:00;50889;-590,45
2023-02-17 00:00:00;50889;-385,674
2023-02-18 00:00:00;50889;-951,43
2023-02-19 00:00:00;50889;-37,495
2023-02-20 00:00:00;50889;-1157,622
2023-02-21 00:00:00;50889;66,877
2023-02-22 00:00:00;50889;236,097
2023-02-23 00:00:00;50889;-953,019
2023-02-24 00:00:00;50889;-1504,441
2023-02-25 00:00:00;50889;-961,959
2023-02-26 00:00:00;50889;-74,437
2023-02-27 00:00:00;50889;355,367
2023-02-28 00:00:00;50889;-172,384
2023-03-01 00:00:00;50889;-1657,811
2023-03-02 00:00:00;50889;157,084
2023-03-03 00:00:00;50889;-423,174
2023-03-04 00:00:00;50889;1859,666
2023-03-05 00:00:00;50889;-184,443
2023-03-06 00:00:00;50889;902,434
2023-03-07 00:00:00;50889;425,48
2023-03-08 00:00:00;50889;-3,83
2023-03-09 00:00:00;50889;319,313
2023-03-10 00:00:00;50889;2878,622
2023-03-11 00:00:00;50889;283,99
2023-03-12 00:00:00;50889;-96,451
2023-03-13 00:00:00;50889;-349,481
2023-03-14 00:00:00;50889;-946,418
2023-03-15 00:00:00;50889;1013,256
2023-03-16 00:00:00;50889;177,2
2023-03-17 00:00:00;50889;1328,664
2023-03-18 00:00:00;50889;-349,202
2023-03-19 00:00:00;50889;-737,377
2023-03-20 00:00:00;50889;-475,393
2023-03-21 00:00:00;50889;-278,542
2023-03-22 00:00:00;50889;-2178,151
2023-03-23 00:00:00;50889;-2163,922
2023-03-24 00:00:00;50889;1425,131
2023-03-25 00:00:00;50889;-4043,637
2023-03-26 00:00:00;50889;-612,064
2023-03-27 00:00:00;50889;444,84
2023-03-28 00:00:00;50889;-532,331
2023-03-29 00:00:00;50889;-678,887
2023-03-30 00:00:00;50889;1212,333
2023-03-31 00:00:00;50889;-1561,68
2023-04-01 00:00:00;50889;837,827
2023-04-02 00:00:00;50889;-590,88
2023-04-03 00:00:00;50889;-921,305
2023-04-04 00:00:00;50889;61,436
2023-04-05 00:00:00;50889;394,604
2023-04-06 00:00:00;50889;-528,706
2023-04-07 00:00:00;50889;-772,591
2023-04-08 00:00:00;50889;-608,399
2023-04-09 00:00:00;50889;-211,093
2023-04-10 00:00:00;50889;-271,55
2023-04-11 00:00:00;50889;-713,312
2023-04-12 00:00:00;50889;-3364,695
2023-04-13 00:00:00;50889;1611,298
2023-04-14 00:00:00;50889;-482,95
2023-04-15 00:00:00;50889;-413,742
2023-04-16 00:00:00;50889;-189,011
2023-04-17 00:00:00;50889;-1687,274
2023-04-18 00:00:00;50889;-156,026
2023-04-19 00:00:00;50889;-376,047
2023-04-20 00:00:00;50889;-356,208
2023-04-21 00:00:00;50889;333,472
2023-04-22 00:00:00;50889;-669,412
2023-04-23 00:00:00;50889;-496,17
2023-04-24 00:00:00;50889;-269,439
2023-04-25 00:00:00;50889;-567,678
2023-04-26 00:00:00;50889;5,314
2023-04-27 00:00:00;50889;13,351
2023-04-28 00:00:00;50889;-135,405
2023-04-29 00:00:00;50889;-243,026
2023-04-30 00:00:00;50889;290,765
2023-05-01 00:00:00;50889;-296,688
2023-05-02 00:00:00;50889;-162,16
2023-05-03 00:00:00;50889;-859,73
2023-05-04 00:00:00;50889;199,681
2023-05-05 00:00:00;50889;-345,463
2023-05-06 00:00:00;50889;115,36
2023-05-07 00:00:00;50889;-636,809
2023-05-08 00:00:00;50889;-344,405
2023-05-09 00:00:00;50889;50,424
2023-05-10 00:00:00;50889;29,104
2023-05-11 00:00:00;50889;800,018
2023-05-12 00:00:00;50889;-1128,012
2023-05-13 00:00:00;50889;-265,501
2023-05-14 00:00:00;50889;268,649
2023-05-15 00:00:00;50889;-577,87
2023-05-16 00:00:00;50889;-15,646
2023-05-17 00:00:00;50889;-1264,36
2023-05-18 00:00:00;50889;402,96
2023-05-19 00:00:00;50889;-403,787
2023-05-20 00:00:00;50889;-32,906
2023-05-21 00:00:00;50889;-1892,684
2023-05-22 00:00:00;50889;-6178,319
2023-05-23 00:00:00;50889;235,675
2023-05-24 00:00:00;50889;-565,268
2023-05-25 00:00:00;50889;217,795
2023-05-26 00:00:00;50889;256,016
2023-05-27 00:00:00;50889;21,853
2023-05-28 00:00:00;50889;-7,125
2023-05-29 00:00:00;50889;-1140,544
2023-05-30 00:00:00;50889;-889,849
2023-05-31 00:00:00;50889;-1615,576
2023-06-01 00:00:00;50889;4915,688
2023-06-02 00:00:00;50889;-193,946
2023-06-03 00:00:00;50889;-2328,483
2023-06-04 00:00:00;50889;1169,155
2023-06-05 00:00:00;50889;3102,009
2023-06-06 00:00:00;50889;281,649
2023-06-07 00:00:00;50889;-4138,315
2023-06-08 00:00:00;50889;834,817
2023-06-09 00:00:00;50889;-124,998
2023-06-10 00:00:00;50889;-1644,182
2023-06-11 00:00:00;50889;-3486,665
2023-06-12 00:00:00;50889;1098,148
2023-06-13 00:00:00;50889;995,905
2023-06-14 00:00:00;50889;747,615
2023-06-15 00:00:00;50889;102,445
2023-06-16 00:00:00;50889;-343,433
2023-06-17 00:00:00;50889;673,109
2023-06-18 00:00:00;50889;-343,992
2023-06-19 00:00:00;50889;-570,723
2023-06-20 00:00:00;50889;10,083
2023-06-21 00:00:00;50889;-33,141
2023-06-22 00:00:00;50889;-546,654
2023-06-23 00:00:00;50889;-832,561
2023-06-24 00:00:00;50889;3708,374
2023-06-25 00:00:00;50889;107,941
2023-06-26 00:00:00;50889;-583,192
2023-06-27 00:00:00;50889;-203,9
2023-06-28 00:00:00;50889;991,342
2023-06-29 00:00:00;50889;-1558,601
2023-06-30 00:00:00;50889;854,824
2023-07-01 00:00:00;50889;-1851,024
2023-07-02 00:00:00;50889;-21,904
2023-07-03 00:00:00;50889;685,204
2023-07-04 00:00:00;50889;105,814
2023-07-05 00:00:00;50889;-441,188
2023-07-06 00:00:00;50889;-725,638
2023-07-07 00:00:00;50889;310,615
2023-07-08 00:00:00;50889;46,768
2023-07-09 00:00:00;50889;-144,229
2023-07-10 00:00:00;50889;778,147
2023-07-11 00:00:00;50889;-340,019
2023-07-12 00:00:00;50889;-63,935
2023-07-13 00:00:00;50889;2682,03
2023-07-14 00:00:00;50889;-2901,09
2023-07-15 00:00:00;50889;1571,517
2023-07-16 00:00:00;50889;-313,417
2023-07-17 00:00:00;50889;-2688,597
2023-07-18 00:00:00;50889;1050,795
2023-07-19 00:00:00;50889;-917,4
2023-07-20 00:00:00;50889;-294,092
2023-07-21 00:00:00;50889;-1691,01
2023-07-22 00:00:00;50889;-1214,739
2023-07-23 00:00:00;50889;-80,304
2023-07-24 00:00:00;50889;-22,717
2023-07-25 00:00:00;50889;-553,399
2023-07-26 00:00:00;50889;-464,594
2023-07-27 00:00:00;50889;107,167
2023-07-28 00:00:00;50889;-346,256
2023-07-29 00:00:00;50889;-980,406
2023-07-30 00:00:00;50889;-251,625
2023-07-31 00:00:00;50889;127,847
2023-08-01 00:00:00;50889;-958,762
2023-08-02 00:00:00;50889;-166,246
2023-08-03 00:00:00;50889;-554,921
2023-08-04 00:00:00;50889;-552,442
2023-08-05 00:00:00;50889;401,148
2023-08-06 00:00:00;50889;-14,589
2023-08-07 00:00:00;50889;105,653
2023-08-08 00:00:00;50889;-334,493
2023-08-09 00:00:00;50889;-118,794
2023-08-10 00:00:00;50889;-179,367
2023-08-11 00:00:00;50889;-608,608
2023-08-12 00:00:00;50889;-440,519
2023-08-13 00:00:00;50889;150,527
2023-08-14 00:00:00;50889;54,713
2023-08-15 00:00:00;50889;558,883
2023-08-16 00:00:00;50889;-248,134
2023-08-17 00:00:00;50889;-36,98
2023-08-18 00:00:00;50889;-1311,366
2023-08-19 00:00:00;50889;921,905
2023-08-20 00:00:00;50889;120,734
2023-08-21 00:00:00;50889;-5,132
2023-08-22 00:00:00;50889;-459,139
2023-08-23 00:00:00;50889;625,542
2023-08-24 00:00:00;50889;-637,508
2023-08-25 00:00:00;50889;-704,838
2023-08-26 00:00:00;50889;-462,174
2023-08-27 00:00:00;50889;1635,951
2023-08-28 00:00:00;50889;1138,413
2023-08-29 00:00:00;50889;-161,977
2023-08-30 00:00:00;50889;-69,696
2023-08-31 00:00:00;50889;-637,677
2023-09-01 00:00:00;50889;-1033,748
2023-09-02 00:00:00;50889;111,754
2023-09-03 00:00:00;50889;-63,89
2023-09-04 00:00:00;50889;-186,386
2023-09-05 00:00:00;50889;-580,574
2023-09-06 00:00:00;50889;167,955
2023-09-07 00:00:00;50889;-1016,173
2023-09-08 00:00:00;50889;-902,213
2023-09-09 00:00:00;50889;-2716,411
2023-09-10 00:00:00;50889;14,632
2023-09-11 00:00:00;50889;1037,951
2023-09-12 00:00:00;50889;-619,165
2023-09-13 00:00:00;50889;-472,126
2023-09-14 00:00:00;50889;-944,038
2023-09-15 00:00:00;50889;-604,513
2023-09-16 00:00:00;50889;-218,801
2023-09-17 00:00:00;50889;-1689,715
2023-09-18 00:00:00;50889;-1158,891
2023-09-19 00:00:00;50889;59,234
2023-09-20 00:00:00;50889;2452,199
2023-09-21 00:00:00;50889;-736,878
2023-09-22 00:00:00;50889;-1187,932
2023-09-23 00:00:00;50889;-1254,074
2023-09-24 00:00:00;50889;-406,432
2023-09-25 00:00:00;50889;-6510,742
2023-09-26 00:00:00;50889;-367,452
2023-09-27 00:00:00;50889;-217,562
2023-09-28 00:00:00;50889;-898,703
2023-09-29 00:00:00;50889;-105,092
2023-09-30 00:00:00;50889;481,323
2023-10-01 00:00:00;50889;374,838
2023-10-02 00:00:00;50889;-690,884
2023-10-03 00:00:00;50889;271,389
2023-10-04 00:00:00;50889;2842,805
2023-10-05 00:00:00;50889;-1896,669
2023-10-06 00:00:00;50889;-422,817
2023-10-07 00:00:00;50889;-959,196
2023-10-08 00:00:00;50889;-153,171
2023-10-09 00:00:00;50889;-1136,265
2023-10-10 00:00:00;50889;-1420,687
2023-10-11 00:00:00;50889;-1707,306
2023-10-12 00:00:00;50889;-391,625
2023-10-13 00:00:00;50889;197,717
2023-10-14 00:00:00;50889;762,131
2023-10-15 00:00:00;50889;940,297
2023-10-16 00:00:00;50889;592,716
2023-10-17 00:00:00;50889;2089,212
2023-10-18 00:00:00;50889;-515,773
2023-10-19 00:00:00;50889;1229,319
2023-10-20 00:00:00;50889;-1080,287
2023-10-21 00:00:00;50889;339,883
2023-10-22 00:00:00;50889;-815,641
2023-10-23 00:00:00;50889;29,386
2023-10-24 00:00:00;50889;-1229,788
2023-10-25 00:00:00;50889;-1118,047
2023-10-26 00:00:00;50889;816,078
2023-10-27 00:00:00;50889;691,443
2023-10-28 00:00:00;50889;399,814
2023-10-29 00:00:00;50889;540,671
2023-10-30 00:00:00;50889;65,309
2023-10-31 00:00:00;50889;-127,813
2023-11-01 00:00:00;50889;-1365,839
2023-11-02 00:00:00;50889;309,854
2023-11-03 00:00:00;50889;-14,255
2023-11-04 00:00:00;50889;-269,36
2023-11-05 00:00:00;50889;-167,112
2023-11-06 00:00:00;50889;785,477
2023-11-07 00:00:00;50889;-1456,672
2023-11-08 00:00:00;50889;6,289
2023-11-09 00:00:00;50889;100,84
2023-11-10 00:00:00;50889;-143,762
2023-11-11 00:00:00;50889;502,424
2023-11-12 00:00:00;50889;266,962
2023-11-13 00:00:00;50889;-627,37
2023-11-14 00:00:00;50889;-335,681
2023-11-15 00:00:00;50889;-2529,899
2023-11-16 00:00:00;50889;-656,773
2023-11-17 00:00:00;50889;126,202
2023-11-18 00:00:00;50889;-1009,34
2023-11-19 00:00:00;50889;-1341,388
2023-11-20 00:00:00;50889;627,717
2023-11-21 00:00:00;50889;-181,87
2023-11-22 00:00:00;50889;-76,815
2023-11-23 00:00:00;50889;999,876
2023-11-24 00:00:00;50889;-1002,861
2023-11-25 00:00:00;50889;-1349,207
2023-11-26 00:00:00;50889;-863,688
2023-11-27 00:00:00;50889;1868,264
2023-11-28 00:00:00;50889;175,712
2023-11-29 00:00:00;50889;-79,926
2023-11-30 00:00:00;50889;271,135
2023-12-01 00:00:00;50889;-247,863
2023-12-02 00:00:00;50889;464,897
2023-12-03 00:00:00;50889;-1013,466
2023-12-04 00:00:00;50889;580,859
2023-12-05 00:00:00;50889;-23,281
2023-12-06 00:00:00;50889;-1732,184
2023-12-07 00:00:00;50889;-2027,383
2023-12-08 00:00:00;50889;-1674,802
2023-12-09 00:00:00;50889;-1971,658
2023-12-10 00:00:00;50889;457,73
2023-12-11 00:00:00;50889;1228,919
2023-12-12 00:00:00;50889;348,861
2023-12-13 00:00:00;50889;2186,206
2023-12-14 00:00:00;50889;33,414
2023-12-15 00:00:00;50889;1140,677
2023-12-16 00:00:00;50889;-94,805
2023-12-17 00:00:00;50889;-1216,323
2023-12-18 00:00:00;50889;1149,682
2023-12-19 00:00:00;50889;-1522,458
2023-12-20 00:00:00;50889;3088,888
2023-12-21 00:00:00;50889;-283,775
2023-12-22 00:00:00;50889;762,846
2023-12-23 00:00:00;50889;-143,374
2023-12-24 00:00:00;50889;595,552
2023-12-25 00:00:00;50889;301,241
2023-12-26 00:00:00;50889;-12,446
2023-12-27 00:00:00;50889;-290,154
2023-12-28 00:00:00;50889;530,46
2023-12-29 00:00:00;50889;-946,026
2023-12-30 00:00:00;50889;-995,741
2023-12-31 00:00:00;50889;477,247
2024-01-01 00:00:00;50889;515,145
2024-01-02 00:00:00;50889;-1399,499
2024-01-03 00:00:00;50889;375,016
2024-01-04 00:00:00;50889;-1480,299
2024-01-05 00:00:00;50889;115,544
2024-01-06 00:00:00;50889;3018,262
2024-01-07 00:00:00;50889;1883,538
2024-01-08 00:00:00;50889;-1680,698
2024-01-09 00:00:00;50889;-518,746
2024-01-10 00:00:00;50889;2501,857
2024-01-11 00:00:00;50889;1750,705
2024-01-12 00:00:00;50889;1798,492
2024-01-13 00:00:00;50889;1283,651
2024-01-14 00:00:00;50889;1383,895
2024-01-15 00:00:00;50889;1366,159
2024-01-16 00:00:00;50889;-1242,126
2024-01-17 00:00:00;50889;-996,883
2024-01-18 00:00:00;50889;-1401,029
2024-01-19 00:00:00;50889;1851,651
2024-01-20 00:00:00;50889;-845,769
2024-01-21 00:00:00;50889;-252,125
2024-01-22 00:00:00;50889;1694,279
2024-01-23 00:00:00;50889;-2121,829
2024-01-24 00:00:00;50889;-857,178
2024-01-25 00:00:00;50889;-582,506
2024-01-26 00:00:00;50889;781,783
2024-01-27 00:00:00;50889;616,585
2024-01-28 00:00:00;50889;-3668,565
2024-01-29 00:00:00;50889;-2054,164
2024-01-30 00:00:00;50889;1043,985
