elem_id;set_dt;remark;mode;limit_press
6704;2022-09-06 15:13:00.000;Работы по замене кранов на ГО к ГРС Красночабанский;0;NULL
6599;2022-09-06 17:39:00.000;Работы по демонтажу ВКПОУ выполнены;0;NULL
8317;2022-09-09 09:18:00.000;сработка;1;NULL
8441;2022-09-09 09:21:00.000;сработка;1;NULL
9814;2022-09-09 09:21:00.000;сработка;1;52.70
9886;2022-09-09 09:23:00.000;Сработка уч. 1732-1787км 3н.;0;NULL
9980;2022-09-09 09:25:00.000;Сработка уч. 1732-1787км 3н.;1;NULL
9886;2022-09-09 09:26:00.000;Сработка уч. 1732-1787км 3н.;1;NULL
9980;2022-09-09 09:27:00.000;Сработка уч. 1732-1787км 3н.;2;NULL
10093;2022-09-09 09:27:00.000;Сработка уч. 1732-1787км 3н.;0;NULL
9886;2022-09-09 09:28:00.000;Сработка уч. 1732-1787км 3н.;2;NULL
9814;2022-09-09 12:06:00.000;выработка участка ГРС карталы;1;52.70
8441;2022-09-09 12:09:00.000;по режиму работы;1;NULL
8441;2022-09-09 15:59:00.000;Выроботка участка через ГРС Карталы;1;NULL
9814;2022-09-09 15:59:00.000;Выроботка участка через ГРС Карталы;1;52.70
9814;2022-09-09 16:02:00.000;Выработка участка через ГРС Карталы;1;52.70
8317;2022-09-09 16:03:00.000;Выработка участка через ГРС Карталы;1;NULL
8441;2022-09-09 16:04:00.000;Выработка участка через ГРС Карталы;1;NULL
9814;2022-09-09 16:04:00.000;Выработка участка через ГРС Карталы;1;52.70
11367;2022-09-10 19:09:00.000;.;0;NULL
6733;2022-09-11 20:02:00.000;В работе;0;NULL
12907;2022-09-12 10:00:00.000;Ограничение РРД;0;36.60
33317;2022-09-12 10:00:00.000;Ограничение РРД;0;36.60
36270;2022-09-12 10:00:00.000;Ограничение РРД;0;36.60
9246;2022-09-15 06:42:00.000;Ремонт после ВТД;1;NULL
9814;2022-09-19 11:59:00.000;отключение участка для ремонта;1;52.70
7182;2022-09-20 10:00:00.000;Ограничение РРД;0;52.70
6020;2022-09-21 11:53:00.000;Отключение участка 109-140км, для замены  перехода 132км;1;NULL
9657;2022-09-21 14:06:00.000;пдс;1;NULL
8317;2022-09-29 07:09:00.000;Планируется включение в работу;1;NULL
8317;2022-09-29 07:29:00.000;после выработки через грс Карталы;1;NULL
8441;2022-09-29 07:31:00.000;после выработки чере ГРС Карталы;1;NULL
9659;2022-09-29 14:12:00.000;ГТУфа;1;NULL
9557;2022-09-29 14:55:00.000;ПДС;0;NULL
9657;2022-09-29 14:56:00.000;ПДС;0;NULL
9538;2022-09-29 15:15:00.000;пдс;2;NULL
33209;2022-09-29 15:15:00.000;пдс;2;NULL
9444;2022-09-29 15:17:00.000;пдс;2;NULL
9476;2022-09-29 15:18:00.000;пдс;0;NULL
9475;2022-09-29 15:19:00.000;пдс;2;NULL
9476;2022-09-29 15:19:00.000;пдс;2;NULL
9466;2022-09-29 15:20:00.000;пдс;2;NULL
8441;2022-09-29 16:59:00.000;После ремонта;0;NULL
9814;2022-09-29 17:00:00.000;После ремонта;0;52.70
9814;2022-09-29 17:01:00.000;ФРРД от28.09.2022г, РРД 5,39 МПа;0;NULL
8317;2022-09-29 17:04:00.000;По распоряжению ПДС;2;NULL
8317;2022-09-29 17:06:00.000;Ориентир давления в тупике;2;NULL
8317;2022-09-29 17:08:00.000;Давление в тупике;2;NULL
8317;2022-09-29 17:11:00.000;Контроль давления в тупике;2;NULL
8317;2022-09-29 17:13:00.000;давление в тупике;2;NULL
8317;2022-09-29 17:14:00.000;давление в тупике;2;NULL
8317;2022-09-29 17:15:00.000;Давление в тупике;2;NULL
9886;2022-09-29 17:16:00.000;После ремонта уч.1759-1787;0;NULL
9980;2022-09-29 17:20:00.000;После ремонта уч.1759-1787;0;NULL
8317;2022-09-30 11:47:00.000;После проведения ППР.;2;NULL
8317;2022-09-30 11:55:00.000;После проведения ППР;0;NULL
9538;2022-09-30 13:41:00.000;Распоряжение ПДС;0;NULL
33209;2022-09-30 13:41:00.000;Распоряжение ПДС;0;NULL
9475;2022-09-30 13:42:00.000;Распоряжение ПДС;0;NULL
9476;2022-09-30 13:42:00.000;Распоряжение ПДС;0;NULL
9466;2022-09-30 13:43:00.000;Распоряжение ПДС;0;NULL
9444;2022-09-30 13:46:00.000;Распоряжение ПДС;0;NULL
9663;2022-10-05 18:14:00.000;Распоряжение ПДС;0;NULL
7182;2022-10-05 18:25:00.000;Ремонт по результатам ВТД;1;52.70
6020;2022-10-09 11:04:00.000;Работы выполнены;0;NULL
10893;2022-10-12 07:30:00.000;Ремонт по результатам ВТД;1;NULL
10901;2022-10-12 07:30:00.000;Ремонт по результатам ВТД;1;NULL
10918;2022-10-12 07:30:00.000;Ремонт по результатам ВТД;1;NULL
10921;2022-10-12 07:30:00.000;Ремонт по результатам ВТД;1;NULL
11033;2022-10-12 07:32:00.000;Ремонт по результатам ВТД;1;NULL
14905;2022-10-12 07:34:00.000;Вывод участка в ремонт;1;68.52
11206;2022-10-12 08:08:00.000;Ремонт по результатам ВТД;1;50.10
11210;2022-10-12 08:08:00.000;Ремонт по результатам ВТД;1;50.10
18054;2022-10-12 08:08:00.000;Ремонт по результатам ВТД;1;50.10
14905;2022-10-12 08:14:00.000;cnh;1;68.52
12820;2022-10-13 08:23:00.000;ремонт проведен;0;NULL
30428;2022-10-13 08:23:00.000;ремонт проведен;0;NULL
11681;2022-10-13 08:24:00.000;участок подключен;0;39.70
18429;2022-10-13 08:24:00.000;участок подключен;0;39.70
18438;2022-10-13 08:24:00.000;участок подключен;0;39.70
9697;2022-10-14 08:08:00.000;По распоряжению ПДС;1;NULL
9657;2022-10-14 08:10:00.000;По распоряжению ПДС;2;NULL
9662;2022-10-14 08:11:00.000;По распоряжению ПДС;2;NULL
11033;2022-10-14 16:06:00.000;Работы выполнены;0;NULL
10893;2022-10-14 16:07:00.000;Работы выполнены;0;NULL
10901;2022-10-14 16:07:00.000;Работы выполнены;0;NULL
10918;2022-10-14 16:07:00.000;Работы выполнены;0;NULL
10921;2022-10-14 16:07:00.000;Работы выполнены;0;NULL
9557;2022-10-16 18:36:00.000;пдс;2;NULL
9663;2022-10-16 18:37:00.000;пдс;2;NULL
9478;2022-10-19 08:58:00.000;Подготовительные работы.;0;NULL
9280;2022-10-20 16:17:00.000;срабатыв;1;NULL
9299;2022-10-20 16:17:00.000;срабатыв;1;NULL
9539;2022-10-20 16:18:00.000;срабатывание;2;NULL
9546;2022-10-20 16:18:00.000;срабатывание;2;NULL
9465;2022-10-20 16:19:00.000;ср;1;NULL
9538;2022-10-20 16:20:00.000;для 2н;2;NULL
9557;2022-10-20 16:20:00.000;ср;2;NULL
33209;2022-10-20 16:20:00.000;для 2н;2;NULL
9444;2022-10-20 16:21:00.000;2н;2;NULL
9476;2022-10-20 16:22:00.000;2;1;NULL
9557;2022-10-20 18:45:00.000;пдс;0;NULL
9539;2022-10-20 18:46:00.000;пдс;0;NULL
9546;2022-10-20 18:46:00.000;пдс;0;NULL
9539;2022-10-20 20:41:00.000;пдс;1;NULL
9546;2022-10-20 20:41:00.000;пдс;1;NULL
9476;2022-10-20 20:42:00.000;пдс;0;NULL
9538;2022-10-20 20:42:00.000;пдс;0;NULL
33209;2022-10-20 20:42:00.000;пдс;0;NULL
9539;2022-10-20 20:47:00.000;пдс;2;NULL
9546;2022-10-20 20:47:00.000;пдс;2;NULL
9539;2022-10-20 23:13:00.000;Сработка. Подготовка к выводу в ремонт;1;NULL
9546;2022-10-20 23:13:00.000;Сработка. Подготовка к выводу в ремонт;1;NULL
9630;2022-10-20 23:15:00.000;Сработка;1;NULL
9444;2022-10-20 23:16:00.000;По режиму;0;NULL
11206;2022-10-21 17:44:00.000;Ввод в работу после ремонта;2;50.10
11210;2022-10-21 17:44:00.000;Ввод в работу после ремонта;2;50.10
18054;2022-10-21 17:44:00.000;Ввод в работу после ремонта;2;50.10
9280;2022-10-21 19:24:00.000;ch;1;NULL
9299;2022-10-21 19:24:00.000;ch;1;NULL
9280;2022-10-21 19:26:00.000;c;1;NULL
9299;2022-10-21 19:26:00.000;c;1;NULL
9465;2022-10-21 19:26:00.000;c;1;NULL
9465;2022-10-21 19:27:00.000;c;1;NULL
9539;2022-10-21 19:28:00.000;c;1;NULL
9546;2022-10-21 19:28:00.000;c;1;NULL
18092;2022-10-21 19:31:00.000;Вывод участка в ремонт;1;NULL
11206;2022-10-23 06:56:00.000;по режиму;0;50.10
11210;2022-10-23 06:56:00.000;по режиму;0;50.10
18054;2022-10-23 06:56:00.000;по режиму;0;50.10
9538;2022-10-23 17:25:00.000;пдс;2;NULL
33209;2022-10-23 17:25:00.000;пдс;2;NULL
6030;2022-10-25 00:35:00.000;Для выполнения работ по шурфовке;1;NULL
11681;2022-10-25 19:53:00.000;/;1;39.70
18429;2022-10-25 19:53:00.000;/;1;39.70
18438;2022-10-25 19:53:00.000;/;1;39.70
9246;2022-10-26 13:28:00.000;По распоряжению ПДС;0;NULL
11001;2022-10-28 11:10:00.000;сработать;1;NULL
15006;2022-10-28 11:46:00.000;перепуск;1;65.50
14905;2022-10-28 22:41:00.000;по режиму;0;68.52
11567;2022-10-31 10:00:00.000;Ограничение РРД снято;1;NULL
11568;2022-10-31 10:00:00.000;Ограничение РРД снято;1;NULL
11659;2022-10-31 10:00:00.000;Ограничение РРД снято;1;NULL
14905;2022-10-31 10:00:00.000;Ограничение РРД снято;0;NULL
11001;2022-11-01 17:52:00.000;в работу;0;NULL
18092;2022-11-01 19:41:00.000;в работе;0;NULL
18343;2022-11-02 06:01:00.000;Подготовка к ВТД;1;NULL
11392;2022-11-02 06:02:00.000;Подготовка к ВТД;1;NULL
9539;2022-11-02 07:18:00.000;по распоряжению ПДС;1;NULL
9546;2022-11-02 07:18:00.000;по распоряжению ПДС;1;NULL
15006;2022-11-02 07:19:00.000;Отключен;1;65.50
9280;2022-11-02 07:26:00.000;с;1;NULL
9299;2022-11-02 07:26:00.000;с;1;NULL
9465;2022-11-02 07:27:00.000;с;1;NULL
9539;2022-11-02 07:28:00.000;с;1;NULL
9546;2022-11-02 07:28:00.000;с;1;NULL
9539;2022-11-02 07:29:00.000;с;1;NULL
9546;2022-11-02 07:29:00.000;с;1;NULL
9280;2022-11-02 07:31:00.000;с;1;NULL
9299;2022-11-02 07:31:00.000;с;1;NULL
9465;2022-11-02 07:31:00.000;с;1;NULL
9397;2022-11-02 13:38:00.000;по распоряжению ПДС;1;NULL
9436;2022-11-02 13:38:00.000;по распоряжению ПДС;1;NULL
9444;2022-11-02 13:38:00.000;по распоряжению ПДС;1;NULL
9476;2022-11-02 13:38:00.000;по распоряжению ПДС;1;NULL
9466;2022-11-02 15:55:00.000;с;1;NULL
9475;2022-11-02 15:55:00.000;с;1;NULL
9538;2022-11-02 15:55:00.000;с;1;NULL
33209;2022-11-02 15:55:00.000;с;1;NULL
9280;2022-11-02 16:10:00.000;с;1;NULL
9299;2022-11-02 16:10:00.000;с;1;NULL
9465;2022-11-02 16:10:00.000;с;2;NULL
9539;2022-11-02 16:10:00.000;с;2;NULL
9546;2022-11-02 16:10:00.000;с;2;NULL
9280;2022-11-02 19:07:00.000;после рем;2;NULL
9299;2022-11-02 19:07:00.000;после рем;2;NULL
9465;2022-11-02 19:10:00.000;после рем;2;NULL
9539;2022-11-02 19:11:00.000;после рем;2;NULL
9546;2022-11-02 19:11:00.000;после рем;2;NULL
9280;2022-11-02 20:28:00.000;После ремонта;0;NULL
9299;2022-11-02 20:28:00.000;После ремонта;0;NULL
9539;2022-11-02 20:29:00.000;После ремонта;0;NULL
9546;2022-11-02 20:29:00.000;После ремонта;0;NULL
9465;2022-11-02 20:30:00.000;После ремонта;0;NULL
7182;2022-11-02 22:50:00.000;после ремонта;2;52.70
7182;2022-11-02 22:55:00.000;31,3 после заполнения;1;52.70
9538;2022-11-03 07:59:00.000;с;1;NULL
33209;2022-11-03 07:59:00.000;с;1;NULL
7182;2022-11-03 08:18:00.000;заполнен до 29 ати;1;52.70
8423;2022-11-03 08:22:00.000;Отключен Р=10.7;1;23.50
9805;2022-11-03 08:26:00.000;Отключен Р=19.4;1;43.90
9967;2022-11-03 08:28:00.000;На срабатывании;1;40.30
9538;2022-11-03 08:31:00.000;Сработан до Р=9 ати;1;NULL
33209;2022-11-03 08:31:00.000;Сработан до Р=9 ати;1;NULL
9876;2022-11-03 08:37:00.000;срабатывается;1;40.30
9967;2022-11-03 17:43:00.000;.;1;40.30
9876;2022-11-03 17:44:00.000;.;1;40.30
7182;2022-11-07 10:00:00.000;Ограничение РРД снято Ф№1.Д.12 от 07.11.2022;1;NULL
11206;2022-11-07 10:00:00.000;Ограничение РРД снято;0;NULL
11210;2022-11-07 10:00:00.000;Ограничение РРД снято;0;NULL
18054;2022-11-07 10:00:00.000;Ограничение РРД снято;0;NULL
18343;2022-11-09 20:16:00.000;ВТД;0;NULL
9444;2022-11-10 19:34:00.000;рем;1;NULL
11001;2022-11-11 17:45:00.000;сработка;1;NULL
9444;2022-11-12 13:47:00.000;пдс;0;NULL
9466;2022-11-12 13:48:00.000;пдс;0;NULL
9436;2022-11-12 14:34:00.000;пдс;2;NULL
9436;2022-11-12 14:35:00.000;пдс;0;NULL
9538;2022-11-12 14:36:00.000;сработан и перепущен в соседний участок;1;NULL
33209;2022-11-12 14:36:00.000;сработан и перепущен в соседний участок;1;NULL
9397;2022-11-12 14:38:00.000;пдс;0;NULL
9967;2022-11-13 19:16:00.000;Проведение работ УМГ Костонай;1;40.30
9876;2022-11-13 19:18:00.000;Сработано;1;40.30
8423;2022-11-13 19:20:00.000;Отключен Р=10,7ати;1;23.50
9967;2022-11-13 19:23:00.000;Проведение работ УМГ Костанай;1;40.30
10064;2022-11-13 19:42:00.000;Вывод участка в ремонт;1;53.70
10121;2022-11-13 19:44:00.000;Вывод участка в ремонт;1;NULL
10064;2022-11-13 19:53:00.000;Сработка участка;1;53.70
10121;2022-11-13 19:54:00.000;Сработка участка;1;NULL
9657;2022-11-14 15:14:00.000;отбор от ГТУ;0;NULL
11001;2022-11-14 20:25:00.000;Остаточное давление = 4 кгс/см2;1;NULL
9663;2022-11-15 05:47:00.000;По распоряжению ПДС;0;NULL
11001;2022-11-15 15:00:00.000;Стравлен для проведения работ;1;NULL
11392;2022-11-15 15:50:00.000;Стравлен для проведения работ;1;NULL
18343;2022-11-15 15:50:00.000;Стравлен для проведения работ;1;NULL
11001;2022-11-17 01:20:00.000;окончание работ;0;NULL
9538;2022-11-17 20:23:00.000;установлены заглушки с обеих сторон для ремонта;1;NULL
33209;2022-11-17 20:23:00.000;установлены заглушки с обеих сторон для ремонта;1;NULL
6030;2022-11-18 12:30:00.000;Пуск в работу участка после ремонта по результатам ВТД;0;NULL
9657;2022-11-19 16:10:00.000;Разрешение ПДС;2;NULL
9280;2022-11-20 09:36:00.000;пдс;0;NULL
9299;2022-11-20 09:36:00.000;пдс;0;NULL
9280;2022-11-20 09:37:00.000;пдс;2;NULL
9299;2022-11-20 09:37:00.000;пдс;2;NULL
9280;2022-11-20 09:41:00.000;пдс;2;NULL
9299;2022-11-20 09:41:00.000;пдс;2;NULL
9657;2022-11-20 10:40:00.000;по распоряжению ПДС;0;NULL
10064;2022-11-21 19:58:00.000;сработка участка;1;53.70
10121;2022-11-21 19:59:00.000;сработка участка;1;NULL
9280;2022-11-21 22:22:00.000;пдс;0;NULL
9299;2022-11-21 22:22:00.000;пдс;0;NULL
10064;2022-11-24 10:38:00.000;Перепуск в уч. 1812-1835км;1;53.70
9967;2022-11-24 10:41:00.000;Перепуск из уч. 1835-1862км;1;40.30
9280;2022-11-24 12:41:00.000;по режиму;2;NULL
9299;2022-11-24 12:41:00.000;по режиму;2;NULL
9291;2022-11-25 15:54:00.000;Распоряжение ПДС;2;NULL
9657;2022-11-25 23:36:00.000;пдс;1;NULL
15006;2022-12-18 17:11:00.000;включен в работу после окончания ремонта;0;65.50
9475;2022-12-21 20:16:00.000;После ремонта;1;NULL
9476;2022-12-21 20:16:00.000;После ремонта;0;NULL
9475;2022-12-21 20:17:00.000;После ремонта;0;NULL
9538;2022-12-21 20:18:00.000;После ремонта;2;NULL
33209;2022-12-21 20:18:00.000;После ремонта;2;NULL
9280;2022-12-21 20:27:00.000;По распоряжению ПДС;0;NULL
9291;2022-12-21 20:27:00.000;По распоряжению ПДС;0;NULL
9299;2022-12-21 20:27:00.000;По распоряжению ПДС;0;NULL
9444;2022-12-21 20:28:00.000;Распоряжение ПДС;2;NULL
9466;2022-12-21 20:29:00.000;Распоряжение ПДС;2;NULL
9475;2022-12-21 20:29:00.000;Распоряжение ПДС;2;NULL
9476;2022-12-21 20:29:00.000;Распоряжение ПДС;2;NULL
9478;2022-12-21 20:30:00.000;Распоряжение ПДС;2;NULL
9538;2022-12-22 07:18:00.000;включение в работу после проведения рем работ;2;NULL
33209;2022-12-22 07:18:00.000;включение в работу после проведения рем работ;2;NULL
9444;2022-12-22 07:21:00.000;Включение в работы после окончания ремонтных работ;2;NULL
9476;2022-12-22 07:22:00.000;после проведения ремонтных работ;2;NULL
9538;2022-12-22 07:23:00.000;Включение в работу после проведения ремонтных работ;2;NULL
33209;2022-12-22 07:23:00.000;Включение в работу после проведения ремонтных работ;2;NULL
9478;2022-12-22 07:32:00.000;включение в работу после проведения рем работ;2;NULL
9466;2022-12-22 07:33:00.000;включение в работу после проведения рем работ;2;NULL
9475;2022-12-22 07:33:00.000;включение в работу после проведения рем работ;2;NULL
9444;2022-12-22 07:36:00.000;Включение в работу после проведения рем. работ;2;NULL
9538;2022-12-22 07:37:00.000;выключение в работу после рем работ;2;NULL
33209;2022-12-22 07:37:00.000;выключение в работу после рем работ;2;NULL
9478;2022-12-22 07:38:00.000;включение в работу после проведения рем работ;2;NULL
12185;2022-12-22 10:00:00.000;Ограничение РРД;0;72.20
15006;2022-12-22 10:00:00.000;Ограничение РРД снято;0;NULL
9538;2022-12-26 09:38:00.000;распоряжение ПДС;0;NULL
33209;2022-12-26 09:38:00.000;распоряжение ПДС;0;NULL
9444;2022-12-26 09:41:00.000;пдс;0;NULL
9475;2022-12-26 09:41:00.000;пдс;0;NULL
9476;2022-12-26 09:41:00.000;ПДС;0;NULL
9466;2022-12-26 09:42:00.000;пдс;0;NULL
9478;2022-12-26 09:43:00.000;пдс;0;NULL
9967;2022-12-30 11:11:00.000;...;1;40.30
9538;2023-01-13 10:00:00.000;Ограничение РРД снято;0;NULL
33209;2023-01-13 10:00:00.000;Ограничение РРД снято;0;NULL
9246;2023-01-24 12:26:00.000; Ремонт по результатам ВТД;1;50.80
9444;2023-01-24 12:27:00.000;По результатам ВТД;1;NULL
8423;2023-01-24 23:53:00.000;ремонт по результатам ВТД;1;23.50
10355;2023-01-24 23:55:00.000;ремонт по результатам ВТД;1;41.30
11567;2023-01-26 11:44:00.000;Участок подключён;0;0.00
11568;2023-01-26 11:44:00.000;Участок подключён;0;0.00
11659;2023-01-26 11:44:00.000;Участок подключён;0;0.00
11567;2023-01-26 11:45:00.000;.;1;0.00
11568;2023-01-26 11:45:00.000;.;1;0.00
11659;2023-01-26 11:45:00.000;.;1;0.00
11567;2023-01-26 11:47:00.000;.;1;0.00
11568;2023-01-26 11:47:00.000;.;1;0.00
11659;2023-01-26 11:47:00.000;.;1;0.00
9409;2023-01-27 10:00:00.000;Ограничение РРД;0;53.12
11631;2023-01-27 10:00:00.000;Ограничение РРД;0;53.94
11634;2023-01-27 10:00:00.000;Ограничение РРД;0;53.94
11655;2023-01-27 10:00:00.000;Ограничение РРД;0;53.94
11687;2023-01-27 10:00:00.000;Ограничение РРД;0;40.10
18478;2023-01-27 10:00:00.000;Ограничение РРД;0;37.20
9444;2023-01-31 07:56:00.000;участок стравлен для проведения ремонтных работ;1;NULL
9246;2023-01-31 10:00:00.000;Ограничение РРД снято;0;NULL
9246;2023-01-31 15:11:00.000;включен в работу после ремонта;0;50.80
9444;2023-02-01 21:26:00.000;включен в работу после ремонтных работ;0;NULL
8441;2023-02-06 23:55:00.000;ВТД;2;NULL
8317;2023-02-06 23:56:00.000;ВТД;2;NULL
9814;2023-02-06 23:57:00.000;ВТД;2;NULL
9814;2023-02-08 12:35:00.000;транспорт на ГРС Карталы;0;NULL
8441;2023-02-08 12:36:00.000;транспорт на ГРС Карталы;0;NULL
8317;2023-02-09 14:40:00.000;В Работе;0;NULL
8317;2023-02-10 19:51:00.000;D310;2;NULL
8441;2023-02-10 19:52:00.000;D310;2;NULL
9814;2023-02-10 19:53:00.000;D310;2;NULL
9886;2023-02-10 19:53:00.000;D310;2;NULL
8230;2023-02-10 19:54:00.000;D310;2;NULL
8267;2023-02-10 19:55:00.000;D310;2;NULL
8298;2023-02-10 19:56:00.000;D310;0;NULL
8230;2023-02-12 07:58:00.000;по режиму;0;NULL
8298;2023-02-12 07:59:00.000;по режиму;2;NULL
8306;2023-02-12 07:59:00.000;по режиму;2;NULL
8328;2023-02-12 08:00:00.000;по режиму;2;NULL
8317;2023-02-12 08:01:00.000;транспорт на ГРС Карталы;0;NULL
8441;2023-02-12 08:01:00.000;транспорт на ГРС Карталы;0;NULL
9814;2023-02-12 08:02:00.000;транспорт на ГРС Карталы;0;NULL
9886;2023-02-12 08:02:00.000;транспорт на ГРС Карталы;0;NULL
8317;2023-02-12 08:03:00.000;по режиму;2;NULL
11567;2023-02-17 06:47:00.000;заполн;1;NULL
11568;2023-02-17 06:47:00.000;заполн;1;NULL
11659;2023-02-17 06:47:00.000;заполн;1;NULL
12503;2023-02-17 10:00:00.000;Ограничение РРД;0;73.30
14868;2023-02-17 10:00:00.000;Ограничение РРД;0;73.30
14869;2023-02-17 10:00:00.000;Ограничение РРД;0;73.30
14885;2023-02-17 10:00:00.000;Ограничение РРД;0;71.10
14997;2023-02-17 10:00:00.000;Ограничение РРД;0;71.10
8317;2023-02-18 20:29:00.000;б/п 7б;0;NULL
8306;2023-02-18 20:30:00.000;б/п 7б;0;NULL
8267;2023-02-18 20:31:00.000;б/п 7б;0;NULL
11567;2023-02-21 09:33:00.000;бп;0;NULL
11568;2023-02-21 09:33:00.000;бп;0;NULL
11659;2023-02-21 09:33:00.000;бп;0;NULL
6855;2023-02-21 14:48:00.000;В связи с окончанием работ;0;NULL
6868;2023-02-21 14:49:00.000;В связи с окончанием работ;0;NULL
9409;2023-02-26 22:36:00.000;сработка;1;53.12
9409;2023-03-01 19:10:00.000;ремонт;1;53.12
8298;2023-03-01 20:49:00.000;по режиму
;0;NULL
9409;2023-03-02 14:19:00.000;Включен с обоих сторон;0;53.12
18478;2023-03-05 09:04:00.000;срабат;1;37.20
11681;2023-03-05 09:05:00.000;баллон;1;39.70
18429;2023-03-05 09:05:00.000;баллон;1;39.70
18438;2023-03-05 09:05:00.000;баллон;1;39.70
18478;2023-03-05 09:46:00.000;срабатывание;1;37.20
9539;2023-03-05 16:14:00.000;Распоряжение ПДС;2;NULL
9546;2023-03-05 16:14:00.000;Распоряжение ПДС;2;NULL
9539;2023-03-05 16:15:00.000;Распоряжение ПДС;0;NULL
9546;2023-03-05 16:15:00.000;Распоряжение ПДС;0;NULL
9409;2023-03-06 10:00:00.000;Ограничение РРД снято;0;NULL
11681;2023-03-07 05:54:00.000;1;1;39.70
18429;2023-03-07 05:54:00.000;1;1;39.70
18438;2023-03-07 05:54:00.000;1;1;39.70
33193;2023-03-07 10:00:00.000;Ограничение снято;1;NULL
18478;2023-03-07 16:38:00.000;Участок сработан до 9,3 кгс/см2.;1;37.20
18478;2023-03-09 14:53:00.000;стр;1;37.20
10355;2023-03-13 10:00:00.000;Ограничение РРД снято;1;NULL
11571;2023-03-13 10:21:00.000;втд;1;NULL
18478;2023-03-15 10:00:00.000;Ограничение РРД снято;1;NULL
10355;2023-03-17 05:35:00.000;заполнение после ремонта;1;41.30
10459;2023-03-17 05:37:00.000;заполнение после ремонта;1;NULL
10459;2023-03-17 13:59:00.000;Введён в работу после ремонта по результ-ам ВТД;0;NULL
10355;2023-03-17 14:02:00.000;Ввод в работу после ремонта по результ-ам ВТД.;2;NULL
10355;2023-03-17 14:07:00.000;Ввод в работу после ремонта по результ-ам ВТД;0;NULL
18478;2023-03-17 14:59:00.000;+;0;NULL
11571;2023-03-18 15:21:00.000;После проведения ВТД;0;NULL
11631;2023-03-18 15:22:00.000;Ремонт по результатам ВТД;1;53.94
11634;2023-03-18 15:22:00.000;Ремонт по результатам ВТД;1;53.94
11655;2023-03-18 15:22:00.000;Ремонт по результатам ВТД;1;53.94
11631;2023-03-19 04:11:00.000;b;1;53.94
11634;2023-03-19 04:11:00.000;b;1;53.94
11655;2023-03-19 04:11:00.000;b;1;53.94
12914;2023-03-19 05:54:00.000;ремонт;1;NULL
17071;2023-03-19 05:54:00.000;ремонт;1;NULL
11500;2023-03-21 09:51:00.000;ВТД;1;NULL
11523;2023-03-21 09:51:00.000;ВТД;1;NULL
11547;2023-03-21 09:51:00.000;ВТД;1;NULL
11548;2023-03-21 09:51:00.000;ВТД;1;NULL
30422;2023-03-21 09:51:00.000;ВТД;1;NULL
32289;2023-03-21 09:51:00.000;ВТД;1;NULL
11631;2023-03-22 10:00:00.000;Ограничение РРД снято;1;NULL
11634;2023-03-22 10:00:00.000;Ограничение РРД снято;1;NULL
11655;2023-03-22 10:00:00.000;Ограничение РРД снято;1;NULL
11500;2023-03-25 20:09:00.000;по режиму;0;NULL
11523;2023-03-25 20:09:00.000;по режиму;0;NULL
11547;2023-03-25 20:09:00.000;по режиму;0;NULL
11548;2023-03-25 20:09:00.000;по режиму;0;NULL
30422;2023-03-25 20:09:00.000;по режиму;0;NULL
32289;2023-03-25 20:09:00.000;по режиму;0;NULL
11631;2023-03-25 21:16:00.000;Выведен в ремонт;1;53.94
11634;2023-03-25 21:16:00.000;Выведен в ремонт;1;53.94
11655;2023-03-25 21:16:00.000;Выведен в ремонт;1;53.94
10208;2023-03-25 21:19:00.000;Выведен в ремонт;1;35.30
12914;2023-03-25 21:21:00.000;Выведен в ремонт;1;NULL
17071;2023-03-25 21:21:00.000;Выведен в ремонт;1;NULL
11631;2023-03-30 12:55:00.000;Включение в работу после ремонта;0;NULL
11634;2023-03-30 12:55:00.000;Включение в работу после ремонта;0;NULL
11655;2023-03-30 12:55:00.000;Включение в работу после ремонта;0;NULL
8164;2023-03-31 10:00:00.000;Ограничение РРД;0;54.60
8207;2023-03-31 10:00:00.000;Ограничение РРД;0;51.80
8222;2023-03-31 10:00:00.000;Ограничение РРД;0;47.90
8690;2023-03-31 10:00:00.000;Ограничение снято;1;NULL
18287;2023-03-31 10:00:00.000;Ограничение РРД;0;52.10
36614;2023-03-31 10:00:00.000;Ограничение РРД;0;52.10
15965;2023-04-03 10:00:00.000;Ограничение РРД;0;45.68
11681;2023-04-03 18:38:00.000;стр;1;39.70
18429;2023-04-03 18:38:00.000;стр;1;39.70
18438;2023-04-03 18:38:00.000;стр;1;39.70
11095;2023-04-05 07:22:00.000;Сработка участка ГО ЧМЗС через ГРС Сыростан;1;NULL
11380;2023-04-05 07:22:00.000;Сработка участка ГО ЧМЗС через ГРС Сыростан;1;NULL
11576;2023-04-05 07:22:00.000;Сработка участка ГО ЧМЗС через ГРС Сыростан;1;NULL
11095;2023-04-05 07:41:00.000;Сработка участка через ГРС Сыростан;1;NULL
11380;2023-04-05 07:41:00.000;Сработка участка через ГРС Сыростан;1;NULL
11576;2023-04-05 07:41:00.000;Сработка участка через ГРС Сыростан;1;NULL
11095;2023-04-05 07:44:00.000;Сработка участка через ГРС Сыростан;1;NULL
11380;2023-04-05 07:44:00.000;Сработка участка через ГРС Сыростан;1;NULL
11576;2023-04-05 07:44:00.000;Сработка участка через ГРС Сыростан;1;NULL
11596;2023-04-05 07:45:00.000;Сработка участка через ГРС Сыростан;1;NULL
